Iteration,Train_loss,Valid_loss,Current_accuracy,Current_norm_ED
[4331/300000],0.00078,0.00817,99.248,0.99
[4332/300000],0.00082,0.01132,99.248,0.99
[4333/300000],0.00090,0.00782,99.248,0.99
[4334/300000],0.00081,0.00447,99.248,1.00
[4335/300000],0.00091,0.00577,99.248,1.00
[4336/300000],0.00081,0.00472,99.248,1.00
[4337/300000],0.00082,0.00463,99.248,1.00
[4338/300000],0.00079,0.00184,100.000,1.00
[4339/300000],0.00070,0.00164,100.000,1.00
[4340/300000],0.00092,0.00106,100.000,1.00
[4341/300000],0.00086,0.00187,100.000,1.00
[4342/300000],0.00078,0.00292,99.248,1.00
[4343/300000],0.00081,0.00206,100.000,1.00
[4344/300000],0.00083,0.00290,99.248,1.00
[4345/300000],0.00073,0.00310,99.248,1.00
[4346/300000],0.00074,0.00634,99.248,0.99
[4347/300000],0.00098,0.00516,99.248,1.00
[4348/300000],0.00078,0.00332,99.248,1.00
[4349/300000],0.00066,0.00360,99.248,1.00
[4350/300000],0.00066,0.00285,99.248,1.00
[4351/300000],0.00078,0.00346,99.248,1.00
[4352/300000],0.00070,0.00398,99.248,1.00
[4353/300000],0.00068,0.00248,99.248,1.00
[4354/300000],0.00074,0.00144,100.000,1.00
[4355/300000],0.00083,0.00270,99.248,1.00
[4356/300000],0.00074,0.00120,100.000,1.00
[4357/300000],0.00065,0.00196,100.000,1.00
[4358/300000],0.00072,0.00159,100.000,1.00
[4359/300000],0.00071,0.00199,100.000,1.00
[4360/300000],0.00069,0.00347,99.248,1.00
[4361/300000],0.00074,0.00163,100.000,1.00
[4362/300000],0.00075,0.00110,100.000,1.00
[4363/300000],0.00073,0.00107,100.000,1.00
[4364/300000],0.00081,0.00797,99.248,1.00
[4365/300000],0.00079,0.00782,99.248,1.00
[4366/300000],0.00065,0.00689,99.248,1.00
[4367/300000],0.00064,0.00827,99.248,0.99
[4368/300000],0.00132,0.00100,100.000,1.00
[4369/300000],0.00067,0.00152,100.000,1.00
[4370/300000],0.00067,0.00098,100.000,1.00
[4371/300000],0.00065,0.00099,100.000,1.00
[4372/300000],0.00074,0.00085,100.000,1.00
[4373/300000],0.00066,0.00081,100.000,1.00
[4374/300000],0.00081,0.00088,100.000,1.00
[4375/300000],0.00063,0.00106,100.000,1.00
[4376/300000],0.00061,0.00086,100.000,1.00
[4377/300000],0.00060,0.00100,100.000,1.00
[4378/300000],0.00069,0.00081,100.000,1.00
[4379/300000],0.00065,0.00075,100.000,1.00
[4380/300000],0.00071,0.00075,100.000,1.00
[4381/300000],0.00050,0.00080,100.000,1.00
[4382/300000],0.00059,0.00080,100.000,1.00
[4383/300000],0.00056,0.00077,100.000,1.00
[4384/300000],0.00074,0.00076,100.000,1.00
[4385/300000],0.00061,0.00155,100.000,1.00
[4386/300000],0.00062,0.00091,100.000,1.00
[4387/300000],0.00066,0.00102,100.000,1.00
[4388/300000],0.00062,0.00082,100.000,1.00
[4389/300000],0.00059,0.00076,100.000,1.00
[4390/300000],0.00072,0.00086,100.000,1.00
[4391/300000],0.00055,0.00072,100.000,1.00
[4392/300000],0.00066,0.00075,100.000,1.00
[4393/300000],0.00070,0.00073,100.000,1.00
[4394/300000],0.00060,0.00073,100.000,1.00
[4395/300000],0.00065,0.00073,100.000,1.00
[4396/300000],0.00064,0.00075,100.000,1.00
[4397/300000],0.00062,0.00078,100.000,1.00
[4398/300000],0.00055,0.00078,100.000,1.00
[4399/300000],0.00059,0.00081,100.000,1.00
[4400/300000],0.00066,0.00070,100.000,1.00
[4401/300000],0.00059,0.00073,100.000,1.00
[4402/300000],0.00056,0.00080,100.000,1.00
[4403/300000],0.00059,0.00073,100.000,1.00
[4404/300000],0.00063,0.00065,100.000,1.00
[4405/300000],0.00063,0.00068,100.000,1.00
[4406/300000],0.00076,0.00067,100.000,1.00
[4407/300000],0.00069,0.00072,100.000,1.00
[4408/300000],0.00063,0.00073,100.000,1.00
[4409/300000],0.00062,0.00073,100.000,1.00
[4410/300000],0.00058,0.00072,100.000,1.00
[4411/300000],0.00060,0.00077,100.000,1.00
[4412/300000],0.00059,0.00069,100.000,1.00
[4413/300000],0.00072,0.00071,100.000,1.00
[4414/300000],0.00057,0.00068,100.000,1.00
[4415/300000],0.00057,0.00071,100.000,1.00
[4416/300000],0.00057,0.00069,100.000,1.00
[4417/300000],0.00061,0.00066,100.000,1.00
[4418/300000],0.00070,0.00063,100.000,1.00
[4419/300000],0.00061,0.00066,100.000,1.00
[4420/300000],0.00053,0.00069,100.000,1.00
[4421/300000],0.00056,0.00070,100.000,1.00
[4422/300000],0.00059,0.00069,100.000,1.00
[4423/300000],0.00051,0.00083,100.000,1.00
[4424/300000],0.00058,0.00073,100.000,1.00
[4425/300000],0.00053,0.00279,100.000,1.00
[4426/300000],0.00070,0.00073,100.000,1.00
[4427/300000],0.00056,0.00070,100.000,1.00
[4428/300000],0.00056,0.00066,100.000,1.00
[4429/300000],0.00057,0.00062,100.000,1.00
[4430/300000],0.00057,0.00062,100.000,1.00
[4431/300000],0.00068,0.00060,100.000,1.00
[4432/300000],0.00059,0.00061,100.000,1.00
[4433/300000],0.00752,0.01687,99.248,1.00
[4434/300000],0.00088,0.01776,99.248,1.00
[4435/300000],0.00087,0.01311,99.248,1.00
[4436/300000],0.00066,0.01251,99.248,1.00
[4437/300000],0.00075,0.01686,99.248,0.99
[4438/300000],0.00066,0.01416,99.248,1.00
[4439/300000],0.00067,0.01293,99.248,0.99
[4440/300000],0.00062,0.01750,99.248,0.99
[4441/300000],0.00061,0.01418,99.248,0.99
[4442/300000],0.00065,0.01333,99.248,0.99
[4443/300000],0.00074,0.01056,99.248,1.00
[4444/300000],0.00063,0.01023,99.248,1.00
[4445/300000],0.00069,0.00662,99.248,1.00
[4446/300000],0.00063,0.00767,99.248,1.00
[4447/300000],0.00060,0.00524,99.248,1.00
[4448/300000],0.00089,0.00071,100.000,1.00
[4449/300000],0.00054,0.00073,100.000,1.00
[4450/300000],0.00062,0.00075,100.000,1.00
[4451/300000],0.00059,0.00071,100.000,1.00
[4452/300000],0.00064,0.00076,100.000,1.00
[4453/300000],0.00057,0.00067,100.000,1.00
[4454/300000],0.00055,0.00067,100.000,1.00
[4455/300000],0.00064,0.00067,100.000,1.00
[4456/300000],0.00065,0.00070,100.000,1.00
[4457/300000],0.00066,0.00077,100.000,1.00
[4458/300000],0.00057,0.00071,100.000,1.00
[4459/300000],0.00066,0.00084,100.000,1.00
[4460/300000],0.00055,0.00089,100.000,1.00
[4461/300000],0.00052,0.00079,100.000,1.00
[4462/300000],0.00060,0.00082,100.000,1.00
[4463/300000],0.00056,0.00085,100.000,1.00
[4464/300000],0.00056,0.00080,100.000,1.00
[4465/300000],0.00057,0.00084,100.000,1.00
[4466/300000],0.00058,0.00081,100.000,1.00
[4467/300000],0.00059,0.00080,100.000,1.00
[4468/300000],0.00059,0.00070,100.000,1.00
[4469/300000],0.00062,0.00069,100.000,1.00
[4470/300000],0.00059,0.00068,100.000,1.00
[4471/300000],0.00066,0.00064,100.000,1.00
[4472/300000],0.10237,0.14361,85.714,0.96
[4473/300000],0.01034,0.09559,96.241,0.98
[4474/300000],0.00087,0.07399,97.744,0.99
[4475/300000],0.00085,0.06998,97.744,0.99
[4476/300000],0.00080,0.06013,97.744,0.99
[4477/300000],0.00068,0.05866,98.496,0.99
[4478/300000],0.00149,0.03500,99.248,0.99
[4479/300000],0.00062,0.03007,99.248,0.99
[4480/300000],0.00062,0.03680,99.248,0.99
[4481/300000],0.00066,0.03544,99.248,0.99
[4482/300000],0.00071,0.03762,99.248,0.99
[4483/300000],0.00065,0.03375,99.248,0.99
[4484/300000],0.00062,0.03867,99.248,0.99
[4485/300000],0.00086,0.03938,99.248,0.99
[4486/300000],0.00067,0.04027,99.248,0.99
[4487/300000],0.00063,0.04030,99.248,0.99
[4488/300000],0.00071,0.03897,99.248,0.99
[4489/300000],0.00063,0.03955,99.248,0.99
[4490/300000],0.00069,0.04110,99.248,0.99
[4491/300000],0.00062,0.03741,99.248,0.99
[4492/300000],0.00061,0.04009,99.248,0.99
[4493/300000],0.00062,0.03473,99.248,0.99
[4494/300000],0.00073,0.03635,99.248,0.99
[4495/300000],0.00067,0.04540,99.248,0.99
[4496/300000],0.00061,0.03685,99.248,0.99
[4497/300000],0.00056,0.03641,99.248,0.99
[4498/300000],0.00058,0.04506,99.248,0.99
[4499/300000],0.00057,0.03969,99.248,0.99
[4500/300000],0.00062,0.04456,99.248,0.99
[4501/300000],0.00082,0.04240,99.248,0.99
[4502/300000],0.00062,0.05009,99.248,0.99
[4503/300000],0.00073,0.04360,99.248,0.99
[4504/300000],0.00062,0.04312,99.248,0.99
[4505/300000],0.00063,0.30315,99.248,0.99
[4506/300000],0.00061,0.04242,99.248,0.99
[4507/300000],0.00061,0.04452,99.248,0.99
[4508/300000],0.00064,0.03831,99.248,0.99
[4509/300000],0.00055,0.22436,99.248,0.99
[4510/300000],0.00061,0.38417,99.248,0.99
[4511/300000],0.00065,0.03918,99.248,0.99
[4512/300000],0.00060,0.03839,99.248,0.99
[4513/300000],0.00057,0.03237,99.248,0.99
[4514/300000],0.00060,0.03771,99.248,0.99
[4515/300000],0.00060,0.03299,99.248,0.99
[4516/300000],0.00065,0.03933,99.248,0.99
[4517/300000],0.00062,0.03214,99.248,0.99
[4518/300000],0.00065,0.03674,99.248,0.99
[4519/300000],0.00049,0.03924,99.248,0.99
[4520/300000],0.00082,0.04889,99.248,0.99
[4521/300000],0.00061,0.04178,99.248,0.99
[4522/300000],0.00060,0.32793,99.248,0.99
[4523/300000],0.00057,0.04439,99.248,0.99
[4524/300000],0.00069,0.04521,99.248,0.99
[4525/300000],0.00058,0.04836,99.248,0.99
[4526/300000],0.00051,0.04725,99.248,0.99
[4527/300000],0.00063,0.04479,99.248,0.99
[4528/300000],0.00056,0.04896,99.248,0.99
[4529/300000],0.00058,0.04029,99.248,0.99
[4530/300000],0.00063,0.04127,99.248,0.99
[4531/300000],0.00060,0.24838,99.248,0.99
[4532/300000],0.00058,0.04549,99.248,0.99
[4533/300000],0.00054,0.04480,99.248,0.99
[4534/300000],0.00053,0.04348,99.248,0.99
[4535/300000],0.00059,0.03879,99.248,0.99
[4536/300000],0.00054,0.31435,99.248,0.99
[4537/300000],0.00065,0.05020,99.248,0.99
[4538/300000],0.00054,0.05097,99.248,0.99
[4539/300000],0.00056,0.04480,99.248,0.99
[4540/300000],0.00057,0.04716,99.248,0.99
[4541/300000],0.00061,0.03486,99.248,0.99
[4542/300000],0.00054,0.03601,99.248,0.99
[4543/300000],0.00058,0.04528,99.248,0.99
[4544/300000],0.00057,0.04516,99.248,0.99
[4545/300000],0.00058,0.04212,99.248,0.99
[4546/300000],0.00052,0.04774,99.248,0.99
[4547/300000],0.00058,0.04001,99.248,0.99
[4548/300000],0.00055,0.04980,99.248,0.99
[4549/300000],0.00059,0.04439,99.248,0.99
[4550/300000],0.00050,0.04620,99.248,0.99
[4551/300000],0.00056,0.04138,99.248,0.99
[4552/300000],0.00057,0.03432,99.248,0.99
[4553/300000],0.00061,0.03084,99.248,0.99
[4554/300000],0.00058,0.02990,99.248,0.99
[4555/300000],0.00055,0.03224,99.248,0.99
[4556/300000],0.00052,0.03122,99.248,0.99
[4557/300000],0.00057,0.03226,99.248,0.99
[4558/300000],0.00050,0.03832,99.248,0.99
[4559/300000],0.00056,0.03847,99.248,0.99
[4560/300000],0.00051,0.03190,99.248,0.99
[4561/300000],0.00056,0.04442,99.248,0.99
[4562/300000],0.00056,0.04510,99.248,0.99
[4563/300000],0.00044,0.04984,99.248,0.99
[4564/300000],0.00058,0.04228,99.248,0.99
[4565/300000],0.00054,0.03966,99.248,0.99
[4566/300000],0.00053,0.03662,99.248,0.99
[4567/300000],0.00050,0.03477,99.248,0.99
[4568/300000],0.00055,0.03406,99.248,0.99
[4569/300000],0.00057,0.04293,99.248,0.99
[4570/300000],0.00055,0.04136,99.248,0.99
[4571/300000],0.00063,0.20040,99.248,0.99
[4572/300000],0.00055,0.03804,99.248,0.99
[4573/300000],0.00055,0.20534,99.248,0.99
[4574/300000],0.00049,0.03206,99.248,0.99
[4575/300000],0.00055,0.03806,99.248,0.99
[4576/300000],0.00061,0.03676,99.248,0.99
[4577/300000],0.00046,0.04223,99.248,0.99
[4578/300000],0.00060,0.04547,99.248,0.99
[4579/300000],0.00056,0.03374,99.248,0.99
[4580/300000],0.00050,0.03316,99.248,0.99
[4581/300000],0.00054,0.04086,99.248,0.99
[4582/300000],0.00054,0.03211,99.248,0.99
[4583/300000],0.00055,0.03501,99.248,0.99
[4584/300000],0.00050,0.04058,99.248,0.99
[4585/300000],0.00052,0.03341,99.248,0.99
[4586/300000],0.00058,0.03721,99.248,0.99
[4587/300000],0.00057,0.02779,99.248,0.99
[4588/300000],0.00054,0.02356,99.248,0.99
[4589/300000],0.00045,0.02623,99.248,0.99
[4590/300000],0.00052,0.01744,99.248,0.99
[4591/300000],0.00053,0.01746,99.248,0.99
[4592/300000],0.00052,0.02001,99.248,0.99
[4593/300000],0.00055,0.01765,99.248,0.99
[4594/300000],0.00052,0.01890,99.248,0.99
[4595/300000],0.00068,0.01200,99.248,0.99
[4596/300000],0.00054,0.00770,99.248,1.00
[4597/300000],0.00049,0.01346,99.248,0.99
[4598/300000],0.00054,0.01458,99.248,0.99
[4599/300000],0.00055,0.01681,99.248,0.99
[4600/300000],0.00049,0.01953,99.248,0.99
[4601/300000],0.00057,0.02004,99.248,0.99
[4602/300000],0.00056,0.01517,99.248,0.99
[4603/300000],0.00052,0.01277,99.248,0.99
[4604/300000],0.00054,0.01196,99.248,0.99
[4605/300000],0.00056,0.00683,99.248,1.00
[4606/300000],0.00051,0.00589,99.248,1.00
[4607/300000],0.00050,0.01080,99.248,0.99
[4608/300000],0.00048,0.01550,99.248,0.99
[4609/300000],0.00054,0.01819,99.248,0.99
[4610/300000],0.00048,0.01465,99.248,0.99
[4611/300000],0.00053,0.01362,99.248,0.99
[4612/300000],0.00053,0.01112,99.248,0.99
[4613/300000],0.00055,0.01181,99.248,0.99
[4614/300000],0.00053,0.01154,99.248,0.99
[4615/300000],0.00060,0.02242,99.248,0.99
[4616/300000],0.00053,0.02203,99.248,0.99
[4617/300000],0.00052,0.01879,99.248,0.99
[4618/300000],0.00046,0.12813,99.248,0.99
[4619/300000],0.00048,0.02955,99.248,0.99
[4620/300000],0.00051,0.14128,99.248,0.99
[4621/300000],0.00056,0.01901,99.248,0.99
[4622/300000],0.00053,0.01214,99.248,0.99
[4623/300000],0.00051,0.01318,99.248,0.99
[4624/300000],0.00053,0.01161,99.248,0.99
[4625/300000],0.00053,0.01309,99.248,0.99
[4626/300000],0.00054,0.00691,99.248,1.00
[4627/300000],0.00053,0.01047,99.248,0.99
[4628/300000],0.00054,0.01510,99.248,0.99
[4629/300000],0.00053,0.01646,99.248,0.99
[4630/300000],0.00050,0.01900,99.248,0.99
[4631/300000],0.00055,0.01625,99.248,0.99
[4632/300000],0.00057,0.01625,99.248,0.99
[4633/300000],0.00044,0.01690,99.248,0.99
[4634/300000],0.00053,0.01350,99.248,0.99
[4635/300000],0.00049,0.01574,99.248,0.99
[4636/300000],0.00049,0.02645,99.248,0.99
[4637/300000],0.00053,0.02257,99.248,0.99
[4638/300000],0.00045,0.02522,99.248,0.99
[4639/300000],0.00053,0.01666,99.248,0.99
[4640/300000],0.00052,0.01185,99.248,0.99
[4641/300000],0.00070,0.00860,99.248,0.99
[4642/300000],0.00048,0.00717,99.248,1.00
[4643/300000],0.00056,0.00178,100.000,1.00
[4644/300000],0.00051,0.00122,100.000,1.00
[4645/300000],0.00049,0.00127,100.000,1.00
[4646/300000],0.00047,0.00239,100.000,1.00
[4647/300000],0.00053,0.00111,100.000,1.00
[4648/300000],0.00053,0.00120,100.000,1.00
[4649/300000],0.00056,0.00070,100.000,1.00
[4650/300000],0.00049,0.00071,100.000,1.00
[4651/300000],0.00049,0.00103,100.000,1.00
[4652/300000],0.00054,0.00097,100.000,1.00
[4653/300000],0.00047,0.00136,100.000,1.00
[4654/300000],0.00052,0.00166,100.000,1.00
[4655/300000],0.00052,0.00196,100.000,1.00
[4656/300000],0.00052,0.00079,100.000,1.00
[4657/300000],0.00057,0.00070,100.000,1.00
[4658/300000],0.00052,0.00073,100.000,1.00
[4659/300000],0.00053,0.00055,100.000,1.00
[4660/300000],0.00053,0.00056,100.000,1.00
[4661/300000],0.00050,0.00058,100.000,1.00
[4662/300000],0.00049,0.00058,100.000,1.00
[4663/300000],0.00052,0.00059,100.000,1.00
[4664/300000],0.00048,0.00068,100.000,1.00
[4665/300000],0.00046,0.00088,100.000,1.00
[4666/300000],0.00053,0.00097,100.000,1.00
[4667/300000],0.00044,0.00130,100.000,1.00
[4668/300000],0.00048,0.00096,100.000,1.00
[4669/300000],0.00049,0.00138,100.000,1.00
[4670/300000],0.00051,0.00095,100.000,1.00
[4671/300000],0.00046,0.00066,100.000,1.00
[4672/300000],0.00052,0.00058,100.000,1.00
[4673/300000],0.00053,0.00054,100.000,1.00
[4674/300000],0.00047,0.00054,100.000,1.00
[4675/300000],0.00052,0.00055,100.000,1.00
[4676/300000],0.00051,0.00053,100.000,1.00
[4677/300000],0.00052,0.00054,100.000,1.00
[4678/300000],0.00050,0.00055,100.000,1.00
[4679/300000],0.00049,0.00055,100.000,1.00
[4680/300000],0.00055,0.00058,100.000,1.00
[4681/300000],0.00050,0.00055,100.000,1.00
[4682/300000],0.00047,0.00053,100.000,1.00
[4683/300000],0.00048,0.00054,100.000,1.00
[4684/300000],0.00050,0.00057,100.000,1.00
[4685/300000],0.00050,0.00054,100.000,1.00
[4686/300000],0.00049,0.00055,100.000,1.00
[4687/300000],0.00052,0.00054,100.000,1.00
[4688/300000],0.00053,0.00053,100.000,1.00
[4689/300000],0.00051,0.00053,100.000,1.00
[4690/300000],0.00053,0.00051,100.000,1.00
[4691/300000],0.00041,0.00055,100.000,1.00
[4692/300000],0.00052,0.00054,100.000,1.00
[4693/300000],0.00053,0.00057,100.000,1.00
[4694/300000],0.00049,0.00058,100.000,1.00
[4695/300000],0.00052,0.00052,100.000,1.00
[4696/300000],0.00051,0.00055,100.000,1.00
[4697/300000],0.00049,0.00052,100.000,1.00
[4698/300000],0.00046,0.00053,100.000,1.00
[4699/300000],0.00045,0.00056,100.000,1.00
[4700/300000],0.00049,0.00050,100.000,1.00
[4701/300000],0.00050,0.00054,100.000,1.00
[4702/300000],0.00051,0.00050,100.000,1.00
[4703/300000],0.00051,0.00053,100.000,1.00
[4704/300000],0.00049,0.00052,100.000,1.00
[4705/300000],0.00051,0.00046,100.000,1.00
[4706/300000],0.00075,0.00050,100.000,1.00
[4707/300000],0.00050,0.00054,100.000,1.00
[4708/300000],0.00049,0.00052,100.000,1.00
[4709/300000],0.00049,0.00054,100.000,1.00
[4710/300000],0.00052,0.00049,100.000,1.00
[4711/300000],0.00048,0.00053,100.000,1.00
[4712/300000],0.00049,0.00054,100.000,1.00
[4713/300000],0.00049,0.00052,100.000,1.00
[4714/300000],0.00050,0.00054,100.000,1.00
[4715/300000],0.00048,0.00052,100.000,1.00
[4716/300000],0.00048,0.00052,100.000,1.00
[4717/300000],0.00046,0.00051,100.000,1.00
[4718/300000],0.00054,0.00052,100.000,1.00
[4719/300000],0.00040,0.00054,100.000,1.00
[4720/300000],0.00053,0.00058,100.000,1.00
[4721/300000],0.00051,0.00054,100.000,1.00
[4722/300000],0.00045,0.00053,100.000,1.00
[4723/300000],0.00046,0.00054,100.000,1.00
[4724/300000],0.00041,0.00054,100.000,1.00
[4725/300000],0.00050,0.00052,100.000,1.00
[4726/300000],0.00048,0.00051,100.000,1.00
[4727/300000],0.00055,0.00047,100.000,1.00
[4728/300000],0.00048,0.00051,100.000,1.00
[4729/300000],0.00049,0.00054,100.000,1.00
[4730/300000],0.00050,0.00053,100.000,1.00
[4731/300000],0.00050,0.00050,100.000,1.00
[4732/300000],0.00047,0.00052,100.000,1.00
[4733/300000],0.00056,0.00050,100.000,1.00
[4734/300000],0.00050,0.00052,100.000,1.00
[4735/300000],0.00048,0.00053,100.000,1.00
[4736/300000],0.00048,0.00052,100.000,1.00
[4737/300000],0.00042,0.00050,100.000,1.00
[4738/300000],0.00048,0.00051,100.000,1.00
[4739/300000],0.00046,0.00059,100.000,1.00
[4740/300000],0.00051,0.00054,100.000,1.00
[4741/300000],0.00046,0.00058,100.000,1.00
[4742/300000],0.00047,0.00056,100.000,1.00
[4743/300000],0.00050,0.00056,100.000,1.00
[4744/300000],0.00051,0.00057,100.000,1.00
[4745/300000],0.00051,0.00055,100.000,1.00
[4746/300000],0.00048,0.00054,100.000,1.00
[4747/300000],0.00047,0.00058,100.000,1.00
[4748/300000],0.00051,0.00058,100.000,1.00
[4749/300000],0.00045,0.00055,100.000,1.00
[4750/300000],0.00047,0.00054,100.000,1.00
[4751/300000],0.00046,0.00060,100.000,1.00
[4752/300000],0.00048,0.00069,100.000,1.00
[4753/300000],0.00051,0.00060,100.000,1.00
[4754/300000],0.00047,0.00062,100.000,1.00
[4755/300000],0.00050,0.00051,100.000,1.00
[4756/300000],0.00048,0.00054,100.000,1.00
[4757/300000],0.00050,0.00053,100.000,1.00
[4758/300000],0.00045,0.00052,100.000,1.00
[4759/300000],0.00051,0.00053,100.000,1.00
[4760/300000],0.00049,0.00052,100.000,1.00
[4761/300000],0.00047,0.00057,100.000,1.00
[4762/300000],0.00046,0.00055,100.000,1.00
[4763/300000],0.00045,0.00053,100.000,1.00
[4764/300000],0.00048,0.00054,100.000,1.00
[4765/300000],0.00043,0.00056,100.000,1.00
[4766/300000],0.00049,0.00061,100.000,1.00
[4767/300000],0.00049,0.00054,100.000,1.00
[4768/300000],0.00046,0.00058,100.000,1.00
[4769/300000],0.00051,0.00057,100.000,1.00
[4770/300000],0.00048,0.00054,100.000,1.00
[4771/300000],0.00756,0.04994,98.496,0.99
[4772/300000],0.00059,0.04378,98.496,0.99
[4773/300000],0.00058,0.04773,98.496,0.99
[4774/300000],0.00052,0.04669,98.496,0.99
[4775/300000],0.00055,0.04119,98.496,0.99
[4776/300000],0.00060,0.03207,99.248,0.99
[4777/300000],0.00051,0.02771,99.248,0.99
[4778/300000],0.00055,0.03150,99.248,0.99
[4779/300000],0.00056,0.03366,99.248,0.99
[4780/300000],0.00051,0.03001,99.248,0.99
[4781/300000],0.00058,0.03423,99.248,0.99
[4782/300000],0.00053,0.03639,99.248,0.99
[4783/300000],0.00051,0.03184,99.248,0.99
[4784/300000],0.00043,0.03417,99.248,0.99
[4785/300000],0.00060,0.02968,99.248,0.99
[4786/300000],0.00052,0.02803,99.248,0.99
[4787/300000],0.00054,0.02879,99.248,0.99
[4788/300000],0.00051,0.15196,99.248,0.99
[4789/300000],0.00053,0.03091,99.248,0.99
[4790/300000],0.00055,0.03140,99.248,0.99
[4791/300000],0.00046,0.03003,99.248,0.99
[4792/300000],0.00051,0.03213,99.248,0.99
[4793/300000],0.00053,0.03594,99.248,0.99
[4794/300000],0.00051,0.03295,99.248,0.99
[4795/300000],0.00050,0.02890,99.248,0.99
[4796/300000],0.00049,0.03024,99.248,0.99
[4797/300000],0.00051,0.02904,99.248,0.99
[4798/300000],0.00046,0.03070,99.248,0.99
[4799/300000],0.00053,0.03047,99.248,0.99
[4800/300000],0.00049,0.03347,99.248,0.99
[4801/300000],0.00049,0.02662,99.248,0.99
[4802/300000],0.00053,0.03064,99.248,0.99
[4803/300000],0.00049,0.03084,99.248,0.99
[4804/300000],0.00050,0.02732,99.248,0.99
[4805/300000],0.00047,0.02572,99.248,0.99
[4806/300000],0.00049,0.02776,99.248,0.99
[4807/300000],0.00049,0.02833,99.248,0.99
[4808/300000],0.00051,0.03287,99.248,0.99
[4809/300000],0.00052,0.02755,99.248,0.99
[4810/300000],0.00048,0.02623,99.248,0.99
[4811/300000],0.00049,0.03250,99.248,0.99
[4812/300000],0.00046,0.03223,99.248,0.99
[4813/300000],0.00050,0.02901,99.248,0.99
[4814/300000],0.00050,0.02985,99.248,0.99
[4815/300000],0.00046,0.03136,99.248,0.99
[4816/300000],0.00050,0.02824,99.248,0.99
[4817/300000],0.00047,0.02782,99.248,0.99
[4818/300000],0.00049,0.02994,99.248,0.99
[4819/300000],0.00047,0.02786,99.248,0.99
[4820/300000],0.00049,0.02631,99.248,0.99
[4821/300000],0.00049,0.23679,99.248,0.99
[4822/300000],0.00052,0.02818,99.248,0.99
[4823/300000],0.00048,0.03337,99.248,0.99
[4824/300000],0.00046,0.02659,99.248,0.99
[4825/300000],0.00044,0.02626,99.248,0.99
[4826/300000],0.00055,0.02842,99.248,0.99
[4827/300000],0.00049,0.03668,99.248,0.99
