Iteration,Train_loss,Valid_loss,Current_accuracy,Current_norm_ED
[579/300000],0.27708,0.59118,79.699,0.98
[580/300000],0.38396,0.72074,87.970,0.93
[581/300000],0.23447,0.39519,87.218,0.96
[582/300000],0.22963,0.30756,98.496,0.99
[583/300000],0.20993,0.34902,98.496,0.99
[584/300000],0.26352,0.29378,98.496,0.99
[585/300000],0.21230,0.24309,98.496,0.99
[586/300000],0.13953,0.32344,98.496,0.99
[587/300000],0.21573,0.27659,98.496,0.99
[588/300000],0.20231,0.25874,98.496,0.99
[589/300000],0.19861,0.24437,98.496,0.99
[590/300000],0.21230,0.24467,99.248,0.99
[591/300000],0.16414,0.26309,91.729,0.99
[592/300000],0.20527,0.20361,99.248,0.99
[593/300000],0.20248,0.23236,97.744,1.00
[594/300000],0.20825,0.24410,93.233,1.00
[595/300000],0.20907,0.23765,91.729,0.99
[596/300000],0.15598,0.19881,99.248,1.00
[597/300000],0.19087,0.22346,98.496,1.00
[598/300000],0.23361,0.57603,84.962,0.98
[599/300000],0.37083,0.36961,91.729,0.97
[600/300000],0.35211,0.32669,78.947,0.98
[601/300000],0.33939,0.28170,96.992,0.99
[602/300000],0.20647,0.29149,92.481,0.98
[603/300000],0.26359,0.26863,97.744,0.99
[604/300000],0.20507,0.23985,98.496,0.99
[605/300000],0.17525,0.24758,97.744,0.99
[606/300000],0.17911,0.21849,97.744,0.99
[607/300000],0.17796,0.47849,97.744,0.99
[608/300000],0.19245,0.28900,99.248,1.00
[609/300000],0.22099,0.24764,96.992,0.99
[610/300000],0.15882,0.25450,97.744,0.99
[611/300000],0.05914,0.29724,96.992,0.98
[612/300000],0.16020,0.26291,96.992,0.98
[613/300000],0.16314,0.20878,97.744,0.99
[614/300000],0.12542,0.24329,97.744,0.99
[615/300000],0.16787,0.32222,98.496,0.99
[616/300000],0.18728,0.17403,99.248,1.00
[617/300000],0.17311,0.15312,99.248,1.00
[618/300000],0.15819,0.13710,99.248,1.00
[619/300000],0.19162,0.20141,97.744,0.99
[620/300000],0.11110,0.14905,98.496,1.00
[621/300000],0.18260,0.15247,99.248,1.00
[622/300000],0.17584,0.15474,100.000,1.00
[623/300000],0.21814,0.27857,97.744,0.99
[624/300000],0.13597,0.18515,98.496,0.99
[625/300000],0.12992,0.20254,98.496,0.99
[626/300000],0.18366,0.23126,97.744,0.99
[627/300000],0.14825,0.22334,97.744,0.99
[628/300000],0.16211,0.22511,97.744,0.99
[629/300000],0.12090,0.20999,98.496,0.99
[630/300000],0.15554,0.21698,96.992,0.99
[631/300000],0.14075,0.21299,96.992,0.99
[632/300000],0.16898,0.26597,96.992,0.98
[633/300000],0.13567,0.22878,96.992,0.98
[634/300000],0.12603,0.22877,96.992,0.99
[635/300000],0.13684,0.23216,96.992,0.99
[636/300000],0.15300,0.20511,96.992,0.99
[637/300000],0.20024,0.39561,84.211,0.98
[638/300000],0.24633,0.61648,78.195,0.97
[639/300000],0.37965,0.17905,97.744,0.99
[640/300000],0.20422,0.31877,82.707,0.98
[641/300000],0.18887,0.22459,90.226,0.99
[642/300000],0.20749,0.39662,84.962,0.98
[643/300000],0.30201,0.55487,78.195,0.98
[644/300000],0.30359,0.44365,78.947,0.98
[645/300000],0.26709,0.26677,97.744,0.99
[646/300000],0.18306,0.27799,90.226,0.97
[647/300000],0.16636,0.39140,85.714,0.96
[648/300000],0.22555,0.47722,87.218,0.97
[649/300000],0.17383,0.21385,96.992,0.99
[650/300000],0.33266,1.13050,78.947,0.90
[651/300000],0.84394,0.61449,84.211,0.91
[652/300000],0.25952,0.43436,89.474,0.94
[653/300000],0.26123,0.65235,82.707,0.92
[654/300000],0.20830,0.96575,60.902,0.77
[655/300000],0.15036,0.94068,54.887,0.78
[656/300000],0.17287,0.31042,91.729,0.96
[657/300000],0.15054,0.26361,93.985,0.97
[658/300000],0.12835,0.28545,95.489,0.98
[659/300000],0.15877,0.18113,97.744,0.99
[660/300000],0.14088,0.16832,97.744,0.99
[661/300000],0.12313,0.18765,97.744,0.98
[662/300000],0.27128,0.19142,98.496,0.99
[663/300000],0.16148,0.16741,98.496,0.99
[664/300000],0.10896,0.17332,98.496,0.99
[665/300000],0.08811,0.17803,98.496,0.99
[666/300000],0.14078,0.44430,98.496,0.99
[667/300000],0.09573,0.21974,98.496,0.99
[668/300000],0.11968,0.16480,98.496,0.99
[669/300000],0.09617,0.16037,98.496,0.99
[670/300000],0.13091,0.16014,98.496,0.99
[671/300000],0.13502,0.16079,98.496,0.99
[672/300000],0.12700,0.16215,98.496,0.99
[673/300000],0.10537,0.20742,96.241,0.98
[674/300000],0.10536,0.20438,97.744,0.99
[675/300000],0.12374,0.14631,97.744,0.99
[676/300000],0.17552,2.26493,59.398,0.67
[677/300000],0.53501,0.16955,84.962,0.96
[678/300000],0.12594,0.13220,94.737,0.99
[679/300000],0.11674,0.13075,93.985,0.98
[680/300000],0.11527,0.10151,100.000,1.00
[681/300000],0.10633,0.10625,100.000,1.00
[682/300000],0.11470,0.09885,100.000,1.00
[683/300000],0.11296,0.10501,100.000,1.00
[684/300000],0.12458,0.15641,98.496,0.99
[685/300000],0.11371,0.13525,98.496,0.99
[686/300000],0.26780,0.31824,86.466,0.93
[687/300000],0.10154,0.23787,93.233,0.98
[688/300000],0.10402,0.14773,96.992,0.99
[689/300000],0.05347,0.14121,89.474,0.98
[690/300000],0.11692,0.23118,99.248,1.00
[691/300000],0.11729,0.12325,98.496,0.99
[692/300000],0.17786,0.24106,93.233,0.97
[693/300000],0.12386,0.14529,96.992,0.99
[694/300000],0.10323,0.14761,97.744,0.99
[695/300000],0.10275,0.12927,97.744,0.99
[696/300000],0.10147,0.14796,97.744,0.99
[697/300000],0.13529,0.13411,98.496,0.99
[698/300000],0.08445,0.13351,98.496,0.99
[699/300000],0.08754,0.10535,98.496,0.99
[700/300000],0.07471,0.10614,99.248,1.00
[701/300000],0.09040,0.09992,99.248,1.00
[702/300000],0.09467,0.10104,99.248,1.00
[703/300000],0.10141,0.10789,99.248,0.99
[704/300000],0.10218,0.10600,99.248,0.99
[705/300000],0.14975,0.45392,85.714,0.90
[706/300000],0.09973,0.15516,99.248,0.99
[707/300000],0.10677,0.13233,99.248,0.99
[708/300000],0.10834,0.13877,99.248,0.99
[709/300000],0.09196,0.12950,99.248,0.99
[710/300000],0.35122,0.14000,98.496,0.99
[711/300000],0.10196,0.14588,98.496,0.99
[712/300000],0.10693,0.15907,90.977,0.98
[713/300000],0.10120,0.15757,98.496,0.99
[714/300000],0.08014,0.15203,98.496,0.99
[715/300000],0.22182,1.42218,66.917,0.79
[716/300000],0.21776,0.48319,75.188,0.85
[717/300000],0.09483,0.22396,90.977,0.95
[718/300000],0.08946,0.14735,98.496,0.99
[719/300000],0.13422,0.16614,96.992,0.98
[720/300000],0.09253,0.13458,99.248,0.99
[721/300000],0.07686,0.13290,99.248,0.99
[722/300000],0.16631,0.12480,99.248,0.99
[723/300000],0.07999,0.12068,99.248,0.99
[724/300000],0.09392,0.11696,99.248,0.99
[725/300000],0.09493,0.12862,99.248,0.99
[726/300000],0.22489,0.11835,99.248,0.99
[727/300000],0.08555,0.12629,98.496,0.99
[728/300000],0.37941,0.15485,96.241,0.98
[729/300000],0.15951,0.35222,90.977,0.96
[730/300000],0.08283,0.13716,96.241,0.99
[731/300000],0.58179,0.19565,93.233,0.97
[732/300000],0.19395,0.22553,97.744,0.98
[733/300000],0.09441,0.40252,90.977,0.95
[734/300000],0.09405,0.27882,91.729,0.96
[735/300000],0.12056,0.20751,96.992,0.98
[736/300000],0.14477,0.15180,98.496,0.99
[737/300000],0.07179,0.14622,98.496,0.99
[738/300000],0.08487,0.12278,98.496,0.99
[739/300000],0.07968,0.13984,98.496,0.99
[740/300000],0.07494,0.14923,97.744,0.99
[741/300000],0.09185,0.14224,98.496,0.99
[742/300000],0.08515,0.15488,97.744,0.99
[743/300000],0.07482,0.15629,97.744,0.99
[744/300000],0.07445,0.14088,98.496,0.99
[745/300000],0.07279,0.14099,98.496,0.99
[746/300000],0.08687,0.13922,98.496,0.99
[747/300000],0.07629,0.15297,98.496,0.99
[748/300000],0.05875,0.20193,98.496,0.99
[749/300000],0.07779,0.13529,98.496,0.99
[750/300000],0.08881,0.12075,99.248,0.99
[751/300000],0.31380,0.14037,99.248,0.99
[752/300000],0.09315,0.10038,99.248,0.99
[753/300000],0.06376,0.12380,98.496,0.99
[754/300000],1.95903,0.97987,69.173,0.84
[755/300000],0.11849,0.22338,96.992,0.98
[756/300000],0.08404,0.27972,95.489,0.98
[757/300000],0.09277,0.24998,96.241,0.97
[758/300000],0.07832,0.24071,92.481,0.98
[759/300000],0.06430,0.18262,97.744,0.98
[760/300000],0.04548,0.34576,97.744,0.98
[761/300000],0.07712,0.13041,99.248,0.99
[762/300000],0.06219,0.12418,98.496,0.99
[763/300000],0.07082,0.14614,98.496,0.99
[764/300000],0.07871,0.10368,99.248,0.99
[765/300000],0.06684,0.11457,99.248,0.99
[766/300000],0.07798,0.11982,99.248,0.99
[767/300000],0.02502,0.10466,99.248,0.99
[768/300000],0.07673,0.12600,98.496,0.99
[769/300000],0.06644,0.14067,98.496,0.99
[770/300000],0.06891,0.12456,98.496,0.99
[771/300000],0.05097,0.11952,99.248,0.99
[772/300000],0.05787,0.10727,99.248,0.99
[773/300000],0.04329,0.11820,99.248,0.99
[774/300000],0.05603,0.10681,99.248,0.99
[775/300000],0.06295,0.11989,99.248,0.99
[776/300000],0.06983,0.12855,98.496,0.99
[777/300000],0.05324,0.17291,98.496,0.99
[778/300000],0.05699,0.17850,98.496,0.99
[779/300000],0.05476,0.18237,98.496,0.99
[780/300000],0.42011,0.07164,99.248,1.00
[781/300000],0.05401,0.07307,99.248,1.00
[782/300000],0.06035,0.08298,99.248,0.99
[783/300000],0.06265,0.09196,98.496,0.99
[784/300000],0.05103,0.13119,98.496,0.99
[785/300000],0.05769,0.12856,98.496,0.99
[786/300000],0.05854,0.74326,92.481,0.96
[787/300000],0.05270,0.38844,95.489,0.97
[788/300000],0.05467,0.35124,95.489,0.97
[789/300000],0.06356,0.31436,95.489,0.97
[790/300000],0.04892,0.32049,95.489,0.97
[791/300000],0.06251,0.57576,95.489,0.97
[792/300000],0.10587,0.48155,84.962,0.96
[793/300000],0.06782,0.43506,84.962,0.97
[794/300000],0.21775,0.64412,72.180,0.96
[795/300000],0.39528,1.37634,79.699,0.97
[796/300000],0.58348,0.58131,84.211,0.98
[797/300000],0.22238,0.12747,98.496,0.99
[798/300000],0.09781,0.12300,98.496,0.99
[799/300000],0.07340,0.11306,98.496,0.99
[800/300000],0.05833,0.12393,97.744,0.99
[801/300000],0.05188,0.37606,97.744,0.99
[802/300000],0.06607,0.10094,99.248,0.99
[803/300000],0.06157,0.10198,99.248,0.99
[804/300000],0.05465,0.09431,99.248,0.99
[805/300000],0.06067,0.10317,99.248,0.99
[806/300000],0.05783,0.10367,98.496,0.99
[807/300000],0.05585,0.10183,99.248,0.99
[808/300000],0.05145,0.09233,99.248,0.99
[809/300000],0.04831,0.10493,99.248,0.99
[810/300000],0.04988,0.09516,99.248,0.99
[811/300000],0.06093,0.09101,99.248,0.99
[812/300000],0.04150,0.08744,99.248,0.99
[813/300000],0.05484,0.08917,99.248,0.99
[814/300000],0.05901,0.09394,99.248,0.99
[815/300000],0.10060,0.16096,93.233,0.96
[816/300000],0.04976,0.08302,96.241,0.98
[817/300000],0.24042,0.24579,94.737,0.96
[818/300000],0.04426,0.22536,96.241,0.97
[819/300000],0.06574,0.16727,99.248,0.99
[820/300000],0.04921,0.19763,97.744,0.99
[821/300000],0.08932,0.22871,91.729,0.97
[822/300000],0.08090,0.19003,97.744,0.99
[823/300000],0.05488,0.55307,98.496,0.99
[824/300000],0.05042,0.19531,98.496,0.99
[825/300000],0.06425,0.17621,98.496,0.99
[826/300000],0.04449,0.17334,98.496,0.99
[827/300000],0.05043,0.18307,98.496,0.99
[828/300000],0.04256,0.15873,98.496,0.99
[829/300000],0.05474,0.17658,98.496,0.99
[830/300000],0.04869,0.46088,98.496,0.99
[831/300000],0.03907,0.12053,98.496,0.99
[832/300000],0.03730,0.10948,99.248,0.99
[833/300000],0.04021,0.09893,99.248,0.99
[834/300000],0.04405,0.39959,99.248,0.99
[835/300000],0.05450,0.11074,99.248,0.99
[836/300000],0.04569,0.11652,99.248,0.99
[837/300000],0.04420,0.12415,99.248,0.99
[838/300000],0.04121,0.11079,99.248,0.99
[839/300000],0.04106,0.10298,99.248,0.99
[840/300000],0.04272,0.11784,99.248,0.99
[841/300000],0.03841,0.10509,99.248,0.99
[842/300000],0.04827,0.10242,99.248,0.99
[843/300000],0.04350,0.30503,99.248,0.99
[844/300000],0.03722,0.09753,99.248,0.99
[845/300000],0.03446,0.10602,99.248,0.99
[846/300000],0.04116,0.10376,99.248,0.99
[847/300000],0.03837,0.10056,99.248,0.99
[848/300000],0.03713,0.09696,99.248,0.99
[849/300000],0.04410,0.09876,99.248,0.99
[850/300000],0.04063,0.49072,98.496,0.99
[851/300000],0.04142,0.10896,98.496,0.99
[852/300000],0.04703,0.09969,99.248,0.99
[853/300000],0.03781,0.10523,99.248,0.99
[854/300000],0.04331,0.09702,99.248,0.99
[855/300000],0.03731,0.09699,99.248,0.99
[856/300000],0.03860,0.09841,99.248,0.99
[857/300000],0.03711,0.10077,99.248,0.99
[858/300000],0.03243,0.09550,99.248,0.99
[859/300000],0.04272,0.10557,99.248,0.99
[860/300000],0.03522,0.10596,99.248,0.99
[861/300000],0.03420,0.09258,99.248,0.99
[862/300000],0.03610,0.10197,99.248,0.99
[863/300000],0.03413,0.16512,98.496,0.99
[864/300000],0.03516,0.16051,98.496,0.99
[865/300000],0.04080,0.10095,99.248,0.99
[866/300000],0.03559,0.09367,99.248,0.99
[867/300000],0.03808,0.09610,99.248,0.99
[868/300000],0.04589,0.11014,99.248,0.99
[869/300000],0.03414,0.09845,99.248,0.99
[870/300000],0.03744,0.10085,99.248,0.99
[871/300000],0.03744,0.15948,98.496,0.99
[872/300000],0.04179,0.18771,98.496,0.99
[873/300000],0.03541,0.18378,98.496,0.99
[874/300000],0.03973,0.20757,98.496,0.99
[875/300000],0.03794,0.18282,98.496,0.99
[876/300000],0.02780,0.17211,98.496,0.99
[877/300000],0.03050,0.08897,99.248,0.99
[878/300000],0.03544,0.09126,99.248,0.99
[879/300000],0.03649,0.12739,98.496,0.99
[880/300000],0.02941,0.09924,99.248,0.99
[881/300000],0.03649,0.11153,99.248,0.99
[882/300000],0.03033,0.08970,99.248,0.99
[883/300000],0.03140,0.08669,99.248,0.99
[884/300000],0.01510,0.34363,99.248,0.99
[885/300000],0.03572,0.31053,99.248,0.99
[886/300000],0.02888,0.08418,99.248,0.99
[887/300000],0.03395,0.08812,99.248,0.99
[888/300000],0.03457,0.09005,99.248,0.99
[889/300000],0.02949,0.08786,99.248,0.99
[890/300000],0.03148,0.17632,98.496,0.99
[891/300000],0.02643,0.16936,98.496,0.99
[892/300000],0.03460,0.50877,98.496,0.99
[893/300000],0.03289,0.10999,99.248,0.99
[894/300000],0.03163,0.11528,99.248,0.99
[895/300000],0.02987,0.11266,99.248,0.99
[896/300000],0.03456,0.10031,99.248,0.99
[897/300000],0.02606,0.09559,99.248,0.99
[898/300000],0.03162,0.08808,99.248,0.99
[899/300000],0.03254,0.20824,98.496,0.99
[900/300000],0.02830,0.52946,98.496,0.99
[901/300000],0.03182,0.11510,98.496,0.99
[902/300000],0.02426,0.11369,99.248,0.99
[903/300000],0.03281,0.10063,99.248,0.99
[904/300000],0.03172,0.09915,99.248,0.99
[905/300000],0.02549,0.09376,99.248,0.99
[906/300000],0.02613,0.09923,99.248,0.99
[907/300000],0.02758,0.08932,99.248,0.99
[908/300000],0.03123,0.08952,99.248,0.99
[909/300000],0.03156,0.09530,99.248,0.99
[910/300000],0.07316,0.03844,100.000,1.00
[911/300000],0.04223,0.04382,100.000,1.00
[912/300000],0.05958,0.05210,100.000,1.00
[913/300000],0.03143,0.03464,100.000,1.00
[914/300000],0.03903,0.03063,100.000,1.00
[915/300000],0.03444,0.02783,100.000,1.00
[916/300000],0.02893,0.02837,100.000,1.00
[917/300000],0.02803,0.02667,100.000,1.00
[918/300000],0.02528,0.02812,100.000,1.00
[919/300000],0.03126,0.02601,100.000,1.00
[920/300000],0.02390,0.02729,100.000,1.00
[921/300000],0.02267,0.02858,100.000,1.00
[922/300000],0.02587,0.02576,100.000,1.00
[923/300000],0.02113,0.02559,100.000,1.00
[924/300000],0.02396,0.02833,100.000,1.00
[925/300000],0.02642,0.02466,100.000,1.00
[926/300000],0.02919,0.02670,100.000,1.00
[927/300000],0.02663,0.03646,99.248,1.00
[928/300000],0.01959,0.02631,100.000,1.00
[929/300000],0.02456,0.02500,100.000,1.00
[930/300000],0.02632,0.03293,99.248,1.00
[931/300000],0.02861,0.05711,99.248,1.00
[932/300000],0.03151,0.02479,100.000,1.00
[933/300000],0.01924,0.02658,100.000,1.00
[934/300000],0.02542,0.02332,100.000,1.00
[935/300000],0.02671,0.02455,100.000,1.00
[936/300000],0.03813,0.05059,97.744,0.99
[937/300000],0.02832,0.03914,99.248,1.00
[938/300000],0.07380,0.18336,87.970,0.98
[939/300000],0.06653,0.03926,99.248,1.00
[940/300000],0.02804,0.06573,98.496,1.00
[941/300000],0.02628,0.03284,98.496,1.00
[942/300000],0.02451,0.02556,100.000,1.00
[943/300000],0.02414,0.02560,100.000,1.00
[944/300000],0.02271,0.02466,100.000,1.00
[945/300000],0.02445,0.02323,100.000,1.00
[946/300000],0.02762,0.02375,100.000,1.00
[947/300000],0.02524,0.02376,100.000,1.00
[948/300000],0.02505,0.02396,100.000,1.00
[949/300000],0.03711,0.03481,99.248,1.00
[950/300000],0.02748,0.02963,99.248,1.00
[951/300000],0.02381,0.02546,100.000,1.00
[952/300000],0.02077,0.02698,100.000,1.00
[953/300000],0.02188,0.02032,100.000,1.00
[954/300000],0.02595,0.02223,100.000,1.00
[955/300000],0.02087,0.02087,100.000,1.00
[956/300000],0.02073,0.02322,100.000,1.00
[957/300000],0.02343,0.02198,100.000,1.00
[958/300000],0.02008,0.02244,100.000,1.00
[959/300000],0.02116,0.01993,100.000,1.00
[960/300000],0.02297,0.02203,100.000,1.00
[961/300000],0.01993,0.02060,100.000,1.00
[962/300000],0.02699,0.03434,100.000,1.00
[963/300000],0.04697,0.04206,99.248,1.00
[964/300000],0.02267,0.03584,100.000,1.00
[965/300000],0.03916,0.02194,100.000,1.00
[966/300000],0.02230,0.02155,100.000,1.00
[967/300000],0.02070,0.02211,100.000,1.00
[968/300000],0.02147,0.02230,100.000,1.00
[969/300000],0.02451,0.02150,100.000,1.00
[970/300000],0.01914,0.02218,100.000,1.00
[971/300000],0.01892,0.02010,100.000,1.00
[972/300000],0.01888,0.01988,100.000,1.00
[973/300000],0.02304,0.02016,100.000,1.00
[974/300000],0.02065,0.01939,100.000,1.00
[975/300000],0.05859,0.10702,98.496,0.99
[976/300000],0.03479,0.11300,98.496,0.99
[977/300000],0.03283,0.03542,99.248,1.00
[978/300000],0.02325,0.05897,99.248,0.99
[979/300000],0.25500,0.12194,97.744,0.99
[980/300000],0.02472,0.06430,99.248,0.99
[981/300000],0.02187,0.06276,99.248,0.99
[982/300000],0.02014,0.01986,100.000,1.00
[983/300000],0.01930,0.02034,100.000,1.00
[984/300000],0.01625,0.02021,100.000,1.00
[985/300000],0.02028,0.01773,100.000,1.00
[986/300000],0.01876,0.02028,100.000,1.00
[987/300000],0.02190,0.01991,100.000,1.00
[988/300000],0.02465,0.01955,100.000,1.00
[989/300000],0.45005,0.04193,98.496,0.99
[990/300000],0.02281,0.02817,99.248,1.00
[991/300000],0.01839,0.02314,99.248,1.00
[992/300000],0.01752,0.02297,99.248,1.00
[993/300000],0.01840,0.02040,99.248,1.00
[994/300000],0.01912,0.01879,100.000,1.00
[995/300000],0.02042,0.01906,100.000,1.00
[996/300000],0.01859,0.01867,100.000,1.00
[997/300000],0.01986,0.01860,100.000,1.00
[998/300000],0.02012,0.01847,100.000,1.00
[999/300000],0.01976,0.01789,100.000,1.00
[1000/300000],0.01460,0.01886,100.000,1.00
[1001/300000],0.04619,0.10068,94.737,0.98
[1002/300000],0.02161,0.07570,95.489,0.98
[1003/300000],0.10605,0.28995,93.985,0.96
[1004/300000],0.11012,0.18099,91.729,0.96
[1005/300000],0.08170,0.21453,93.985,0.96
[1006/300000],0.02233,0.14401,93.985,0.96
[1007/300000],0.03221,0.13201,95.489,0.97
[1008/300000],0.01928,0.11044,95.489,0.97
[1009/300000],0.02030,0.08610,96.992,0.98
[1010/300000],0.01869,0.08711,96.992,0.98
[1011/300000],0.01807,0.18514,97.744,0.99
[1012/300000],0.01861,0.06435,97.744,0.99
[1013/300000],0.03438,0.13256,97.744,0.99
[1014/300000],0.10185,0.12865,97.744,0.98
[1015/300000],0.02168,0.12932,97.744,0.98
[1016/300000],0.01682,0.13594,97.744,0.98
[1017/300000],0.01985,0.12627,97.744,0.98
[1018/300000],0.02014,0.10494,98.496,0.99
[1019/300000],0.02034,0.10839,99.248,0.99
[1020/300000],0.01835,0.08330,99.248,0.99
[1021/300000],0.01384,0.10355,99.248,0.99
[1022/300000],0.01429,0.06910,99.248,0.99
[1023/300000],0.01748,0.04237,99.248,1.00
[1024/300000],0.01714,0.03336,99.248,1.00
[1025/300000],0.02066,0.01657,100.000,1.00
[1026/300000],0.01338,0.01744,100.000,1.00
[1027/300000],0.02478,0.01770,100.000,1.00
[1028/300000],0.01836,0.01806,100.000,1.00
[1029/300000],0.01584,0.01698,100.000,1.00
[1030/300000],0.01682,0.01516,100.000,1.00
[1031/300000],0.01480,0.01628,100.000,1.00
[1032/300000],0.01641,0.01593,100.000,1.00
[1033/300000],0.01386,0.01658,100.000,1.00
[1034/300000],0.01826,0.01695,100.000,1.00
[1035/300000],0.01621,0.01658,100.000,1.00
[1036/300000],0.01534,0.01677,100.000,1.00
[1037/300000],0.01454,0.01732,100.000,1.00
[1038/300000],0.01290,0.01604,100.000,1.00
[1039/300000],0.01589,0.01457,100.000,1.00
[1040/300000],0.01372,0.01475,100.000,1.00
[1041/300000],0.01227,0.01568,100.000,1.00
[1042/300000],0.01559,0.01516,100.000,1.00
[1043/300000],0.01332,0.01499,100.000,1.00
[1044/300000],0.01499,0.01402,100.000,1.00
[1045/300000],0.01658,0.01466,100.000,1.00
[1046/300000],0.01329,0.01552,100.000,1.00
[1047/300000],0.01437,0.01529,100.000,1.00
[1048/300000],0.01354,0.01407,100.000,1.00
[1049/300000],0.01458,0.01424,100.000,1.00
[1050/300000],0.01587,0.01554,100.000,1.00
[1051/300000],0.01430,0.01418,100.000,1.00
[1052/300000],0.01612,0.01427,100.000,1.00
[1053/300000],0.01179,0.01439,100.000,1.00
[1054/300000],0.01552,0.01382,100.000,1.00
[1055/300000],0.01447,0.01334,100.000,1.00
[1056/300000],0.01281,0.01327,100.000,1.00
[1057/300000],0.01222,0.01359,100.000,1.00
[1058/300000],0.01338,0.01399,100.000,1.00
[1059/300000],0.01334,0.01414,100.000,1.00
[1060/300000],0.01217,0.01461,100.000,1.00
[1061/300000],0.01551,0.01695,99.248,1.00
[1062/300000],0.01516,0.01887,99.248,1.00
[1063/300000],0.01115,0.01655,99.248,1.00
[1064/300000],0.01690,0.01537,100.000,1.00
[1065/300000],0.01327,0.01504,100.000,1.00
[1066/300000],0.01586,0.01406,100.000,1.00
[1067/300000],0.01398,0.01424,100.000,1.00
[1068/300000],0.01273,0.01426,100.000,1.00
[1069/300000],0.01277,0.01281,100.000,1.00
[1070/300000],0.01281,0.01250,100.000,1.00
[1071/300000],0.01291,0.01358,100.000,1.00
[1072/300000],0.01242,0.01301,100.000,1.00
[1073/300000],0.01426,0.01254,100.000,1.00
[1074/300000],0.01345,0.01385,100.000,1.00
[1075/300000],0.01322,0.01260,100.000,1.00
[1076/300000],0.01364,0.01310,100.000,1.00
[1077/300000],0.01121,0.01341,100.000,1.00
[1078/300000],0.01220,0.01342,100.000,1.00
[1079/300000],4.32955,0.03000,98.496,1.00
[1080/300000],0.01884,0.02575,99.248,1.00
[1081/300000],0.01644,0.01505,100.000,1.00
[1082/300000],0.01679,0.01990,100.000,1.00
[1083/300000],0.01992,0.02672,100.000,1.00
[1084/300000],0.02526,0.04517,100.000,1.00
[1085/300000],0.04322,0.34897,86.466,0.99
[1086/300000],0.18336,0.46827,90.226,0.97
[1087/300000],0.32016,0.23122,84.211,0.97
[1088/300000],0.07955,0.16212,90.977,0.99
[1089/300000],0.06531,0.16096,90.977,0.98
[1090/300000],0.04019,0.14298,91.729,0.99
[1091/300000],0.05833,0.11626,99.248,0.99
[1092/300000],0.04919,0.29840,92.481,0.96
[1093/300000],0.04041,0.13063,95.489,0.97
[1094/300000],0.03170,0.09768,96.992,0.98
[1095/300000],0.02256,0.08210,96.992,0.98
[1096/300000],0.01509,0.05402,97.744,0.99
